plant_name,medical_uses,cures_disease,image_path
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3409.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3410.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3411.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3412.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3413.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3414.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3415.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3416.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3417.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3418.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3419.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3420.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3421.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3422.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3423.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3424.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3425.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3426.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3427.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3428.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3429.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3430.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3431.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3432.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3433.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3434.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3435.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3436.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3437.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3438.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3439.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3440.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3441.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3442.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3443.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3444.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3445.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3446.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3447.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3448.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3449.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3450.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3451.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3452.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3453.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3454.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3455.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3456.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3457.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3458.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3459.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3460.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3461.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3462.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3463.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3464.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3465.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3466.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3467.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3468.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3469.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3470.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3471.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3472.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3473.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3474.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3475.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3476.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3477.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3478.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3479.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3480.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3481.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3482.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3483.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3484.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3485.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3486.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3487.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3488.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3489.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3490.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3491.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3492.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3493.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3494.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3495.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3496.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3497.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3498.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3499.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3500.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3501.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3502.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3503.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3504.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3505.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3506.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3507.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3508.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3509.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3510.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3511.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3512.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3513.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3514.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3515.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3516.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3517.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3518.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3519.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3520.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3521.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3522.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3523.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3524.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3525.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3526.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3527.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\3528.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\768.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\769.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\770.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\771.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\772.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\773.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\774.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\775.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\776.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\777.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\778.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\779.jpg
Jasmine,"Antiseptic, mood enhancer","Skin infections, depression",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Jasmine\780.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\430.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\431.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\432.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\433.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\434.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\435.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\436.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\437.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\438.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\439.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\440.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\441.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\442.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5106.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5107.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5108.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5109.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5110.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5111.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5112.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5113.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5114.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5115.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5116.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5117.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5118.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5119.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5120.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5121.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5122.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5123.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5124.jpg
Lemon,"Rich in vitamin C, detoxifier","Cold, sore throat, digestion issues",C:/Users/abdul/OneDrive/Desktop/medical plant/archive/Medicinal plant dataset\Lemon\5125.jpg
